date,store_nbr,transactions
2013-04-02,38,1471
2013-04-02,39,1488
2013-04-02,40,1210
2013-04-02,41,865
2013-04-02,43,1206
2013-04-02,44,3610
2013-04-02,45,3278
2013-04-02,46,3034
2013-04-02,47,3334
2013-04-02,48,2477
2013-04-02,49,1762
2013-04-02,50,2353
2013-04-02,51,1574
2013-04-02,54,888
2013-04-03,1,1912
2013-04-03,2,2043
2013-04-03,3,3211
2013-04-03,4,1572
2013-04-03,5,1673
2013-04-03,6,1796
2013-04-03,7,1915
2013-04-03,8,2896
2013-04-03,9,2307
2013-04-03,10,1068
2013-04-03,11,2567
2013-04-03,12,1287
2013-04-03,13,983
2013-04-03,14,1509
2013-04-03,15,1285
2013-04-03,16,889
2013-04-03,17,1254
2013-04-03,18,1361
2013-04-03,19,1195
2013-04-03,23,1224
2013-04-03,24,2719
2013-04-03,25,961
2013-04-03,26,850
2013-04-03,27,1179
2013-04-03,28,910
2013-04-03,30,716
2013-04-03,31,1145
2013-04-03,32,670
2013-04-03,33,1125
2013-04-03,34,2464
2013-04-03,35,505
2013-04-03,37,1550
2013-04-03,38,1705
2013-04-03,39,1238
2013-04-03,40,1096
2013-04-03,41,874
2013-04-03,43,1253
2013-04-03,44,4212
2013-04-03,45,3379
2013-04-03,46,3197
2013-04-03,47,3563
2013-04-03,48,2506
2013-04-03,49,1837
2013-04-03,50,2395
2013-04-03,51,1817
2013-04-03,54,721
2013-04-04,1,1723
2013-04-04,2,1697
2013-04-04,3,2661
2013-04-04,4,1356
2013-04-04,5,1427
2013-04-04,6,1525
2013-04-04,7,1663
2013-04-04,8,2587
2013-04-04,9,2155
2013-04-04,10,1078
2013-04-04,11,2548
2013-04-04,12,1239
2013-04-04,13,911
2013-04-04,14,1452
2013-04-04,15,1352
2013-04-04,16,921
2013-04-04,17,1213
2013-04-04,18,1403
2013-04-04,19,1111
2013-04-04,23,1085
2013-04-04,24,2320
2013-04-04,25,844
2013-04-04,26,784
2013-04-04,27,1100
2013-04-04,28,967
2013-04-04,30,772
2013-04-04,31,1236
2013-04-04,32,737
2013-04-04,33,1062
2013-04-04,34,2485
2013-04-04,35,510
2013-04-04,37,1367
2013-04-04,38,1485
2013-04-04,39,1311
2013-04-04,40,1061
2013-04-04,41,793
2013-04-04,43,1179
2013-04-04,44,3457
2013-04-04,45,2922
2013-04-04,46,2888
2013-04-04,47,3166
2013-04-04,48,2414
2013-04-04,49,1714
2013-04-04,50,2177
2013-04-04,51,1515
2013-04-04,54,844
2013-04-05,1,1899
2013-04-05,2,1791
2013-04-05,3,2980
2013-04-05,4,1413
2013-04-05,5,1550
2013-04-05,6,1671
2013-04-05,7,1803
2013-04-05,8,2754
2013-04-05,9,1925
2013-04-05,10,979
2013-04-05,11,2330
2013-04-05,12,1127
2013-04-05,13,925
2013-04-05,14,1317
2013-04-05,15,1218
2013-04-05,16,881
2013-04-05,17,1018
2013-04-05,18,1302
2013-04-05,19,1075
2013-04-05,23,1173
2013-04-05,24,2553
2013-04-05,25,1225
2013-04-05,26,728
2013-04-05,27,1121
2013-04-05,28,840
2013-04-05,30,674
2013-04-05,31,1138
2013-04-05,32,640
2013-04-05,33,993
2013-04-05,34,2567
2013-04-05,35,521
2013-04-05,37,1375
2013-04-05,38,1624
2013-04-05,39,1287
2013-04-05,40,1041
2013-04-05,41,776
2013-04-05,43,1496
2013-04-05,44,3816
2013-04-05,45,3374
2013-04-05,46,3155
2013-04-05,47,3467
2013-04-05,48,2475
2013-04-05,49,1903
2013-04-05,50,2491
2013-04-05,51,1647
2013-04-05,54,870
2013-04-06,1,1349
2013-04-06,2,2144
2013-04-06,3,3665
2013-04-06,4,1844
2013-04-06,5,1611
2013-04-06,6,2218
2013-04-06,7,1806
2013-04-06,8,3075
2013-04-06,9,2570
2013-04-06,10,1386
2013-04-06,11,2925
2013-04-06,12,1363
2013-04-06,13,1320
2013-04-06,14,1947
2013-04-06,15,1415
2013-04-06,16,1013
2013-04-06,17,1594
2013-04-06,18,1424
2013-04-06,19,1901
2013-04-06,23,1320
2013-04-06,24,2504
2013-04-06,25,1721
2013-04-06,26,987
2013-04-06,27,1468
2013-04-06,28,1119
2013-04-06,30,702
2013-04-06,31,1434
2013-04-06,32,794
2013-04-06,33,1177
2013-04-06,34,2763
2013-04-06,35,605
2013-04-06,37,1611
2013-04-06,38,2407
2013-04-06,39,1991
2013-04-06,40,1077
2013-04-06,41,1006
2013-04-06,43,1343
2013-04-06,44,5047
2013-04-06,45,4463
2013-04-06,46,4869
2013-04-06,47,4805
2013-04-06,48,3921
2013-04-06,49,2645
2013-04-06,50,3606
2013-04-06,51,1852
2013-04-06,54,1037
2013-04-07,1,521
2013-04-07,2,1987
2013-04-07,3,3446
2013-04-07,4,1895
2013-04-07,5,1431
2013-04-07,6,2266
2013-04-07,7,1586
2013-04-07,8,2756
2013-04-07,9,2687
2013-04-07,10,1148
2013-04-07,11,2977
2013-04-07,12,1277
2013-04-07,13,1060
2013-04-07,14,1260
2013-04-07,15,1190
2013-04-07,16,1170
2013-04-07,17,1500
2013-04-07,18,1471
2013-04-07,19,1241
2013-04-07,23,1286
2013-04-07,24,1936
2013-04-07,25,904
2013-04-07,26,956
2013-04-07,27,1593
2013-04-07,28,1298
2013-04-07,30,652
2013-04-07,31,1399
2013-04-07,32,772
2013-04-07,33,1181
2013-04-07,34,2412
2013-04-07,35,634
2013-04-07,37,1336
2013-04-07,38,2483
2013-04-07,39,1768
2013-04-07,40,1000
2013-04-07,41,1113
2013-04-07,43,1120
2013-04-07,44,4857
2013-04-07,45,4460
2013-04-07,46,5062
2013-04-07,47,4795
2013-04-07,48,4267
2013-04-07,49,2592
2013-04-07,50,3472
2013-04-07,51,1776
2013-04-07,54,1190
2013-04-08,1,1824
2013-04-08,2,1767
2013-04-08,3,2859
2013-04-08,4,1378
2013-04-08,5,1491
2013-04-08,6,1705
2013-04-08,7,1764
2013-04-08,8,2658
2013-04-08,9,2232
2013-04-08,10,1169
2013-04-08,11,2361
2013-04-08,12,1235
2013-04-08,13,947
2013-04-08,14,1639
2013-04-08,15,1409
2013-04-08,16,982
2013-04-08,17,1329
2013-04-08,18,1417
2013-04-08,19,1396
2013-04-08,23,1174
2013-04-08,24,2475
2013-04-08,25,783
2013-04-08,26,786
2013-04-08,27,1204
2013-04-08,28,970
2013-04-08,30,686
2013-04-08,31,1225
2013-04-08,32,720
2013-04-08,33,1011
2013-04-08,34,2481
2013-04-08,35,572
2013-04-08,37,1381
2013-04-08,38,1552
2013-04-08,39,1360
2013-04-08,40,1239
2013-04-08,41,765
2013-04-08,43,1223
2013-04-08,44,3595
2013-04-08,45,3162
2013-04-08,46,2969
2013-04-08,47,3478
2013-04-08,48,2437
2013-04-08,49,1678
2013-04-08,50,2243
2013-04-08,51,1570
2013-04-08,54,860
2013-04-09,1,1744
2013-04-09,2,1681
2013-04-09,3,2702
2013-04-09,4,1344
2013-04-09,5,1388
2013-04-09,6,1510
2013-04-09,7,1722
2013-04-09,8,2424
2013-04-09,9,2077
2013-04-09,10,1158
2013-04-09,11,2416
2013-04-09,12,1221
2013-04-09,13,1031
2013-04-09,14,1538
2013-04-09,15,1379
2013-04-09,16,909
2013-04-09,17,1259
2013-04-09,18,1459
2013-04-09,19,1104
2013-04-09,23,1114
2013-04-09,24,2312
2013-04-09,25,749
2013-04-09,26,728
2013-04-09,27,1058
2013-04-09,28,985
2013-04-09,30,701
2013-04-09,31,1216
2013-04-09,32,664
2013-04-09,33,1127
2013-04-09,34,2521
2013-04-09,35,547
2013-04-09,37,1319
2013-04-09,38,1412
2013-04-09,39,1376
2013-04-09,40,1157
2013-04-09,41,792
2013-04-09,43,1123
2013-04-09,44,3417
2013-04-09,45,2805
2013-04-09,46,2756
2013-04-09,47,3003
2013-04-09,48,2187
2013-04-09,49,1707
2013-04-09,50,2279
2013-04-09,51,1494
2013-04-09,54,801
2013-04-10,1,1916
2013-04-10,2,1883
2013-04-10,3,2955
2013-04-10,4,1523
2013-04-10,5,1569
2013-04-10,6,1713
2013-04-10,7,1875
2013-04-10,8,2784
2013-04-10,9,1913
2013-04-10,10,1023
2013-04-10,11,2351
2013-04-10,12,1284
2013-04-10,13,935
2013-04-10,14,1517
2013-04-10,15,1286
2013-04-10,16,898
2013-04-10,17,1118
2013-04-10,18,1352
2013-04-10,19,1178
2013-04-10,23,1222
2013-04-10,24,2498
2013-04-10,25,832
2013-04-10,26,766
2013-04-10,27,1179
2013-04-10,28,819
2013-04-10,30,587
2013-04-10,31,1136
2013-04-10,32,591
2013-04-10,33,973
2013-04-10,34,2251
2013-04-10,35,469
2013-04-10,37,1429
2013-04-10,38,1662
2013-04-10,39,1225
2013-04-10,40,1050
2013-04-10,41,775
2013-04-10,43,1175
2013-04-10,44,4008
2013-04-10,45,3167
2013-04-10,46,2856
2013-04-10,47,3345
2013-04-10,48,2403
2013-04-10,49,1717
2013-04-10,50,2380
2013-04-10,51,1639
2013-04-10,54,762
2013-04-11,1,1638
2013-04-11,2,1726
2013-04-11,3,2603
2013-04-11,4,1262
2013-04-11,5,1402
2013-04-11,6,1584
2013-04-11,7,1670
2013-04-11,8,2635
2013-04-11,9,2199
2013-04-11,10,1056
2013-04-11,11,2270
2013-04-11,12,1393
2013-04-11,13,953
2013-04-11,14,1585
2013-04-11,15,1332
2013-04-11,16,900
2013-04-11,17,1196
2013-04-11,18,1407
2013-04-11,19,1200
2013-04-11,23,1169
2013-04-11,24,2365
2013-04-11,25,782
2013-04-11,26,657
2013-04-11,27,1026
2013-04-11,28,954
2013-04-11,30,740
2013-04-11,31,1241
2013-04-11,32,684
2013-04-11,33,1083
2013-04-11,34,2355
2013-04-11,35,494
2013-04-11,37,1360
2013-04-11,38,1440
2013-04-11,39,1279
2013-04-11,40,1060
2013-04-11,41,765
2013-04-11,43,1115
2013-04-11,44,3489
2013-04-11,45,2943
2013-04-11,46,2880
2013-04-11,47,3197
2013-04-11,48,2393
2013-04-11,49,1743
2013-04-11,50,2332
2013-04-11,51,1539
2013-04-11,54,811
2013-04-12,1,1860
2013-04-12,2,1869
2013-04-12,3,2983
2013-04-12,4,1410
2013-04-12,5,1521
2013-04-12,6,1648
2013-04-12,7,1885
2013-04-12,8,2841
2013-04-12,9,1925
2013-04-12,10,1008
2013-04-12,11,2185
2013-04-12,12,1232
2013-04-12,13,963
2013-04-12,14,1315
2013-04-12,15,1301
2013-04-12,16,875
2013-04-12,17,1180
2013-04-12,18,1296
2013-04-12,19,1071
2013-04-12,23,1236
2013-04-12,24,2523
2013-04-12,25,1099
2013-04-12,26,833
2013-04-12,27,1137
2013-04-12,28,872
2013-04-12,30,724
2013-04-12,31,1118
2013-04-12,32,656
2013-04-12,33,983
2013-04-12,34,2542
2013-04-12,35,505
2013-04-12,37,1250
2013-04-12,38,1624
2013-04-12,39,1247
2013-04-12,40,1071
2013-04-12,41,741
2013-04-12,43,1479
2013-04-12,44,3928
2013-04-12,45,3449
2013-04-12,46,3176
2013-04-12,47,3415
2013-04-12,48,2477
2013-04-12,49,1995
2013-04-12,50,2510
2013-04-12,51,1638
2013-04-12,54,807
2013-04-13,1,1338
2013-04-13,2,1941
2013-04-13,3,3556
2013-04-13,4,1746
2013-04-13,5,1572
2013-04-13,6,2084
2013-04-13,7,1817
2013-04-13,8,2978
2013-04-13,9,2565
2013-04-13,10,1356
2013-04-13,11,2559
2013-04-13,12,1317
2013-04-13,13,1254
2013-04-13,14,1899
2013-04-13,15,1427
2013-04-13,16,1041
2013-04-13,17,1554
2013-04-13,18,1345
2013-04-13,19,1911
2013-04-13,23,1274
2013-04-13,24,2467
2013-04-13,25,1574
2013-04-13,26,1057
2013-04-13,27,1469
2013-04-13,28,1279
2013-04-13,30,789
2013-04-13,31,1494
2013-04-13,32,855
2013-04-13,33,1214
2013-04-13,34,2789
2013-04-13,35,737
2013-04-13,37,1401
2013-04-13,38,2332
2013-04-13,39,1658
2013-04-13,40,1157
2013-04-13,41,982
2013-04-13,43,1197
2013-04-13,44,4843
2013-04-13,45,4316
2013-04-13,46,4671
2013-04-13,47,4810
2013-04-13,48,3735
2013-04-13,49,2456
2013-04-13,50,3419
2013-04-13,51,1913
2013-04-13,54,1018
2013-04-14,1,525
2013-04-14,2,1924
2013-04-14,3,3529
2013-04-14,4,1798
2013-04-14,5,1352
2013-04-14,6,2186
2013-04-14,7,1452
2013-04-14,8,2764
2013-04-14,9,2505
2013-04-14,10,1034
2013-04-14,11,2673
2013-04-14,12,1304
2013-04-14,13,945
2013-04-14,14,1308
2013-04-14,15,1123
2013-04-14,16,1138
2013-04-14,17,1453
2013-04-14,18,1414
2013-04-14,19,1221
2013-04-14,23,1130
2013-04-14,24,1932
2013-04-14,25,797
2013-04-14,26,1025
2013-04-14,27,1553
2013-04-14,28,1360
2013-04-14,30,629
2013-04-14,31,1438
2013-04-14,32,760
2013-04-14,33,1170
2013-04-14,34,2513
2013-04-14,35,643
2013-04-14,37,1064
2013-04-14,38,2392
2013-04-14,39,1650
2013-04-14,40,1017
2013-04-14,41,1118
2013-04-14,43,1172
2013-04-14,44,4745
2013-04-14,45,4384
2013-04-14,46,4813
2013-04-14,47,4822
2013-04-14,48,4362
2013-04-14,49,2505
2013-04-14,50,3270
2013-04-14,51,1748
2013-04-14,54,1143
2013-04-15,1,1804
2013-04-15,2,1766
2013-04-15,3,2928
2013-04-15,4,1374
2013-04-15,5,1589
2013-04-15,6,1712
2013-04-15,7,1783
2013-04-15,8,2629
2013-04-15,9,2262
2013-04-15,10,1117
2013-04-15,11,2353
2013-04-15,12,1296
2013-04-15,13,945
2013-04-15,14,1665
2013-04-15,15,1476
2013-04-15,16,1007
2013-04-15,17,1333
2013-04-15,18,1523
2013-04-15,19,1199
2013-04-15,23,1125
2013-04-15,24,2478
2013-04-15,25,774
2013-04-15,26,884
2013-04-15,27,1124
2013-04-15,28,951
2013-04-15,30,673
2013-04-15,31,1169
2013-04-15,32,684
2013-04-15,33,1164
2013-04-15,34,2549
2013-04-15,35,598
2013-04-15,37,1329
2013-04-15,38,1525
2013-04-15,39,1423
2013-04-15,40,1376
2013-04-15,41,809
2013-04-15,43,1225
2013-04-15,44,3499
2013-04-15,45,3399
2013-04-15,46,3085
2013-04-15,47,3514
2013-04-15,48,2557
2013-04-15,49,1825
2013-04-15,50,2300
2013-04-15,51,1629
2013-04-15,54,822
2013-04-16,1,1757
2013-04-16,2,1742
2013-04-16,3,2813
2013-04-16,4,1400
2013-04-16,5,1565
2013-04-16,6,1631
2013-04-16,7,1758
2013-04-16,8,2574
2013-04-16,9,2290
2013-04-16,10,1190
2013-04-16,11,2385
2013-04-16,12,1168
2013-04-16,13,919
2013-04-16,14,1497
2013-04-16,15,1472
2013-04-16,16,932
2013-04-16,17,1301
2013-04-16,18,1553
2013-04-16,19,1117
2013-04-16,23,1126
2013-04-16,24,2367
2013-04-16,25,690
2013-04-16,26,864
2013-04-16,27,1012
2013-04-16,28,1033
2013-04-16,30,658
2013-04-16,31,1314
2013-04-16,32,714
2013-04-16,33,1238
2013-04-16,34,2553
2013-04-16,35,692
2013-04-16,37,1364
2013-04-16,38,1427
2013-04-16,39,1511
2013-04-16,40,1162
2013-04-16,41,782
2013-04-16,43,1177
2013-04-16,44,3496
2013-04-16,45,3130
2013-04-16,46,2938
2013-04-16,47,3046
2013-04-16,48,2452
2013-04-16,49,1759
2013-04-16,50,2329
2013-04-16,51,1535
2013-04-16,54,754
2013-04-17,1,1807
2013-04-17,2,1833
2013-04-17,3,3027
2013-04-17,4,1511
2013-04-17,5,1459
2013-04-17,6,1742
2013-04-17,7,1724
2013-04-17,8,2749
2013-04-17,9,2088
2013-04-17,10,1101
2013-04-17,11,2166
2013-04-17,12,1204
2013-04-17,13,849
2013-04-17,14,1397
2013-04-17,15,1204
2013-04-17,16,873
2013-04-17,17,1202
2013-04-17,18,1344
2013-04-17,19,1085
2013-04-17,23,1180
2013-04-17,24,2650
2013-04-17,25,831
2013-04-17,26,931
2013-04-17,27,1235
2013-04-17,28,956
2013-04-17,30,699
2013-04-17,31,1039
2013-04-17,32,704
2013-04-17,33,1092
2013-04-17,34,2397
2013-04-17,35,537
2013-04-17,37,1487
2013-04-17,38,1582
2013-04-17,39,1245
2013-04-17,40,1098
2013-04-17,41,816
2013-04-17,43,1117
2013-04-17,44,3954
2013-04-17,45,3314
2013-04-17,46,3076
2013-04-17,47,3184
2013-04-17,48,2397
2013-04-17,49,1839
2013-04-17,50,2355
2013-04-17,51,1733
2013-04-17,54,716
2013-04-18,1,1607
2013-04-18,2,1568
2013-04-18,3,2527
2013-04-18,4,1239
2013-04-18,5,1460
2013-04-18,6,1437
2013-04-18,7,1644
2013-04-18,8,2532
2013-04-18,9,1998
2013-04-18,10,966
2013-04-18,11,2157
2013-04-18,12,1161
2013-04-18,13,819
2013-04-18,14,1396
2013-04-18,15,1242
2013-04-18,16,888
2013-04-18,17,1197
2013-04-18,18,1350
2013-04-18,19,956
2013-04-18,23,1035
2013-04-18,24,2226
2013-04-18,25,735
2013-04-18,26,703
2013-04-18,27,1021
2013-04-18,28,841
2013-04-18,30,672
2013-04-18,31,1175
2013-04-18,32,660
2013-04-18,33,984
2013-04-18,34,2482
2013-04-18,35,521
2013-04-18,37,1254
2013-04-18,38,1400
2013-04-18,39,1265
2013-04-18,40,1025
2013-04-18,41,737
2013-04-18,43,1138
2013-04-18,44,3316
2013-04-18,45,2865
2013-04-18,46,2901
2013-04-18,47,2857
2013-04-18,48,2237
2013-04-18,49,1743
2013-04-18,50,2095
2013-04-18,51,1520
2013-04-18,54,791
2013-04-19,1,1737
2013-04-19,2,1804
2013-04-19,3,2960
2013-04-19,4,1460
2013-04-19,5,1542
2013-04-19,6,1558
2013-04-19,7,1681
2013-04-19,8,2676
2013-04-19,9,1856
2013-04-19,10,895
2013-04-19,11,2136
2013-04-19,12,1163
2013-04-19,13,822
2013-04-19,14,1351
2013-04-19,15,1279
2013-04-19,16,930
2013-04-19,17,1101
2013-04-19,18,1264
2013-04-19,19,1077
2013-04-19,23,1224
2013-04-19,24,2544
2013-04-19,25,1044
2013-04-19,26,787
2013-04-19,27,1103
2013-04-19,28,844
2013-04-19,30,641
2013-04-19,31,1137
2013-04-19,32,706
2013-04-19,33,997
2013-04-19,34,2693
2013-04-19,35,500
2013-04-19,37,1394
2013-04-19,38,1550
2013-04-19,39,1195
2013-04-19,40,1058
2013-04-19,41,713
2013-04-19,43,1375
2013-04-19,44,3558
2013-04-19,45,3280
2013-04-19,46,3083
2013-04-19,47,3167
2013-04-19,48,2510
2013-04-19,49,1857
2013-04-19,50,2339
2013-04-19,51,1705
2013-04-19,54,823
2013-04-20,1,1335
2013-04-20,2,2055
2013-04-20,3,3577
2013-04-20,4,1709
2013-04-20,5,1604
2013-04-20,6,2109
2013-04-20,7,1767
2013-04-20,8,3017
2013-04-20,9,2626
2013-04-20,10,1229
2013-04-20,11,2728
2013-04-20,12,1354
2013-04-20,13,1291
2013-04-20,14,1677
2013-04-20,15,1511
2013-04-20,16,1170
2013-04-20,17,1483
2013-04-20,18,1337
2013-04-20,19,1941
2013-04-20,23,1233
2013-04-20,24,2621
2013-04-20,25,1420
2013-04-20,26,1013
2013-04-20,27,1443
2013-04-20,28,1215
2013-04-20,30,795
2013-04-20,31,1357
2013-04-20,32,784
2013-04-20,33,1194
2013-04-20,34,2996
2013-04-20,35,656
2013-04-20,37,1596
2013-04-20,38,2343
2013-04-20,39,1770
2013-04-20,40,1112
2013-04-20,41,982
2013-04-20,43,1243
2013-04-20,44,5052
2013-04-20,45,4314
2013-04-20,46,4584
2013-04-20,47,4413
2013-04-20,48,3646
2013-04-20,49,2546
2013-04-20,50,3264
2013-04-20,51,1900
2013-04-20,54,1002
2013-04-21,1,505
2013-04-21,2,1769
2013-04-21,3,3389
2013-04-21,4,1726
2013-04-21,5,1400
2013-04-21,6,2268
2013-04-21,7,1549
2013-04-21,8,2736
2013-04-21,9,2626
2013-04-21,10,1193
2013-04-21,11,2702
2013-04-21,12,1264
2013-04-21,13,877
2013-04-21,14,1111
2013-04-21,15,1230
2013-04-21,16,1105
2013-04-21,17,1506
2013-04-21,18,1464
2013-04-21,19,1258
2013-04-21,23,1183
2013-04-21,24,1891
2013-04-21,25,790
2013-04-21,26,954
2013-04-21,27,1637
2013-04-21,28,1341
2013-04-21,30,649
2013-04-21,31,1482
2013-04-21,32,769
2013-04-21,33,1086
2013-04-21,34,2558
2013-04-21,35,624
2013-04-21,37,1254
2013-04-21,38,2316
2013-04-21,39,1702
2013-04-21,40,1009
2013-04-21,41,1093
2013-04-21,43,1207
2013-04-21,44,4905
2013-04-21,45,4593
2013-04-21,46,4582
2013-04-21,47,4858
2013-04-21,48,4444
2013-04-21,49,2600
2013-04-21,50,3240
2013-04-21,51,1829
2013-04-21,54,1127
2013-04-22,1,1838
2013-04-22,2,1834
2013-04-22,3,2925
2013-04-22,4,1434
2013-04-22,5,1525
2013-04-22,6,1699
2013-04-22,7,1785
2013-04-22,8,2755
2013-04-22,9,2203
2013-04-22,10,1173
2013-04-22,11,2152
2013-04-22,12,1168
2013-04-22,13,935
2013-04-22,14,1747
2013-04-22,15,1475
2013-04-22,16,1022
2013-04-22,17,1347
2013-04-22,18,1458
2013-04-22,19,1170
2013-04-22,23,1133
2013-04-22,24,2334
2013-04-22,25,696
2013-04-22,26,774
2013-04-22,27,1118
2013-04-22,28,933
2013-04-22,30,697
2013-04-22,31,1175
2013-04-22,32,688
2013-04-22,33,1167
2013-04-22,34,2596
2013-04-22,35,572
2013-04-22,37,1407
2013-04-22,38,1472
2013-04-22,39,1376
2013-04-22,40,1247
2013-04-22,41,762
2013-04-22,43,1179
2013-04-22,44,3531
2013-04-22,45,3220
2013-04-22,46,3234
2013-04-22,47,3161
2013-04-22,48,2548
2013-04-22,49,1820
2013-04-22,50,2255
2013-04-22,51,1524
2013-04-22,54,893
2013-04-23,1,1697
2013-04-23,2,1788
2013-04-23,3,2795
2013-04-23,4,1373
2013-04-23,5,1320
2013-04-23,6,1565
2013-04-23,7,1540
2013-04-23,8,2593
2013-04-23,9,1972
2013-04-23,10,1161
2013-04-23,11,2350
2013-04-23,12,1144
2013-04-23,13,1041
2013-04-23,14,1619
2013-04-23,15,1451
2013-04-23,16,952
2013-04-23,17,1247
2013-04-23,18,1486
2013-04-23,19,1144
2013-04-23,23,1148
2013-04-23,24,2317
2013-04-23,25,679
2013-04-23,26,702
2013-04-23,27,1067
2013-04-23,28,949
2013-04-23,30,646
2013-04-23,31,1281
2013-04-23,32,688
2013-04-23,33,1092
2013-04-23,34,2439
2013-04-23,35,504
2013-04-23,37,1337
2013-04-23,38,1385
2013-04-23,39,1381
2013-04-23,40,1034
2013-04-23,41,835
2013-04-23,43,1151
2013-04-23,44,3432
2013-04-23,45,2859
2013-04-23,46,2992
2013-04-23,47,2959
2013-04-23,48,2394
2013-04-23,49,1602
2013-04-23,50,2241
2013-04-23,51,1498
2013-04-23,54,807
2013-04-24,1,1921
2013-04-24,2,1975
2013-04-24,3,3087
2013-04-24,4,1534
2013-04-24,5,1440
2013-04-24,6,1704
2013-04-24,7,1843
2013-04-24,8,2744
2013-04-24,9,2044
2013-04-24,10,1011
2013-04-24,11,2147
2013-04-24,12,1219
2013-04-24,13,832
2013-04-24,14,1454
2013-04-24,15,1332
2013-04-24,16,884
2013-04-24,17,1179
2013-04-24,18,1324
2013-04-24,19,1124
2013-04-24,23,1122
2013-04-24,24,2446
2013-04-24,25,811
2013-04-24,26,720
2013-04-24,27,1127
2013-04-24,28,815
2013-04-24,30,661
2013-04-24,31,1063
2013-04-24,32,619
2013-04-24,33,1032
2013-04-24,34,2109
2013-04-24,35,476
2013-04-24,37,1525
2013-04-24,38,1550
2013-04-24,39,1271
2013-04-24,40,1020
2013-04-24,41,757
2013-04-24,43,1121
2013-04-24,44,3950
2013-04-24,45,3107
2013-04-24,46,3004
2013-04-24,47,3145
2013-04-24,48,2459
2013-04-24,49,1779
2013-04-24,50,2172
2013-04-24,51,1619
2013-04-24,54,725
2013-04-25,1,1660
2013-04-25,2,1656
2013-04-25,3,2743
2013-04-25,4,1382
2013-04-25,5,1257
2013-04-25,6,1545
2013-04-25,7,1647
2013-04-25,8,2558
2013-04-25,9,2071
2013-04-25,10,985
2013-04-25,11,2107
2013-04-25,12,1246
2013-04-25,13,879
2013-04-25,14,1364
2013-04-25,15,1310
2013-04-25,16,821
2013-04-25,17,1136
2013-04-25,18,1327
2013-04-25,19,1027
2013-04-25,23,1136
2013-04-25,24,2286
2013-04-25,25,703
2013-04-25,26,723
2013-04-25,27,1039
2013-04-25,28,904
2013-04-25,30,670
2013-04-25,31,1206
2013-04-25,32,656
2013-04-25,33,994
2013-04-25,34,2297
2013-04-25,35,511
2013-04-25,37,1354
2013-04-25,38,1418
2013-04-25,39,1327
2013-04-25,40,1021
2013-04-25,41,686
2013-04-25,43,1122
2013-04-25,44,3429
2013-04-25,45,2766
2013-04-25,46,2789
2013-04-25,47,2969
2013-04-25,48,2237
2013-04-25,49,1694
2013-04-25,50,2136
2013-04-25,51,1482
2013-04-25,54,641
2013-04-26,1,1843
2013-04-26,2,1748
2013-04-26,3,2999
2013-04-26,4,1454
2013-04-26,5,1473
2013-04-26,6,1609
2013-04-26,7,1822
2013-04-26,8,2774
2013-04-26,9,1876
2013-04-26,10,841
2013-04-26,11,2048
2013-04-26,12,1087
2013-04-26,13,825
2013-04-26,14,1345
2013-04-26,15,1277
2013-04-26,16,898
2013-04-26,17,1048
2013-04-26,18,1256
2013-04-26,19,1067
2013-04-26,23,1123
2013-04-26,24,2530
2013-04-26,25,969
2013-04-26,26,729
2013-04-26,27,1092
2013-04-26,28,814
2013-04-26,30,658
2013-04-26,31,1050
2013-04-26,32,613
2013-04-26,33,957
2013-04-26,34,2597
2013-04-26,35,508
2013-04-26,37,1404
2013-04-26,38,1597
2013-04-26,39,1205
2013-04-26,40,961
2013-04-26,41,786
2013-04-26,43,1501
2013-04-26,44,3872
2013-04-26,45,3220
2013-04-26,46,3067
2013-04-26,47,3069
2013-04-26,48,2398
2013-04-26,49,1950
2013-04-26,50,2412
2013-04-26,51,1637
2013-04-26,54,804
2013-04-27,1,1314
2013-04-27,2,2159
2013-04-27,3,3390
2013-04-27,4,1584
2013-04-27,5,1600
2013-04-27,6,2020
2013-04-27,7,1578
2013-04-27,8,2927
2013-04-27,9,2524
2013-04-27,10,1080
2013-04-27,11,2463
2013-04-27,12,1390
2013-04-27,13,1258
2013-04-27,14,1994
2013-04-27,15,1497
2013-04-27,16,1044
2013-04-27,17,1428
2013-04-27,18,1434
2013-04-27,19,1945
2013-04-27,23,1187
2013-04-27,24,2310
2013-04-27,25,1304
2013-04-27,26,922
2013-04-27,27,1549
2013-04-27,28,1186
2013-04-27,30,713
2013-04-27,31,1529
2013-04-27,32,801
2013-04-27,33,1228
2013-04-27,34,2695
2013-04-27,35,611
2013-04-27,37,1595
2013-04-27,38,2264
2013-04-27,39,1717
2013-04-27,40,1114
2013-04-27,41,988
2013-04-27,43,1344
2013-04-27,44,4763
2013-04-27,45,4126
2013-04-27,46,4442
2013-04-27,47,4355
2013-04-27,48,3670
2013-04-27,49,2561
2013-04-27,50,3384
2013-04-27,51,1909
2013-04-27,54,929
2013-04-28,1,517
2013-04-28,2,2014
2013-04-28,3,3604
2013-04-28,4,1724
2013-04-28,5,1430
2013-04-28,6,2171
2013-04-28,7,1447
2013-04-28,8,2584
2013-04-28,9,2425
2013-04-28,10,1075
2013-04-28,11,2592
2013-04-28,12,1273
2013-04-28,13,1024
2013-04-28,14,1216
2013-04-28,15,1239
2013-04-28,16,1173
2013-04-28,17,1221
2013-04-28,18,1359
2013-04-28,19,1164
2013-04-28,23,1285
